Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price_x,Total_Cost,Recency,Purchase_Frequency,Total_Spending,Product_Name,Product_Price_y,Price_Range,Company_Name,Company_Profit,Address,Profitability_Category,Region
36.0,71.0,20.0,3.0,2022-05-19,131297.7835158749,896000.0,893.0,79.0,115752000.0,FinSphere Intelligence Suite,224000.0,High,Prime Associates 71,103332.0,"EDSA, Brgy. 303, Parañaque, Philippines",High, Brgy. 303
38.0,67.0,2.0,13.0,2024-08-05,184039.0226478925,2016000.0,84.0,107.0,167490400.0,MarketMinder Analytics,168000.0,High,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines",Medium, Barangay 202
39.0,20.0,1.0,12.0,2024-05-22,148830.09486159886,1820000.0,159.0,90.0,139087200.0,FinPredictor Suite,140000.0,High,Pioneer Consulting 20,112720.0,"Ortigas ave, barangay 789, parañaque, philippines",High, barangay 789
40.0,50.0,11.0,19.0,,160414.89053533183,3136000.0,730.5,74.0,129914400.0,OptiFlow Automation,156800.0,High,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
41.0,60.0,11.0,15.0,,151951.20178657523,2352000.0,730.5,73.0,101768800.0,OptiFlow Automation,156800.0,High,Global Ventures 60,113443.0,"Katipunan ave, barangay 101, parañaque, philippines",High, barangay 101
42.0,50.0,10.0,18.0,2021-07-01,94403.78325325028,1808800.0,1215.0,82.0,127898400.0,SegmentX Targeting,89600.0,Medium,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
43.0,91.0,6.0,13.0,2022-10-31,187921.9707563237,2150400.0,728.0,94.0,151564000.0,RevenueVue Dashboard,179200.0,High,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",High, Barangay 123
44.0,87.0,13.0,11.0,,131297.7835158749,1960000.0,730.5,81.0,131790400.0,ForecastXcelerator ,196000.0,High,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines",Low, Barangay 505
46.0,78.0,6.0,3.0,,177269.01074136738,1344000.0,730.5,96.0,150259200.0,RevenueVue Dashboard,179200.0,High,Innovative Partners 78,71232.0,"Roxas Blvd, Barangay 123, Pasig, Philippines",Medium, Barangay 123
47.0,50.0,18.0,11.0,2024-03-14,141498.8995613937,1478400.0,228.0,74.0,129914400.0,DashSync Analytics Hub,134400.0,High,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
48.0,92.0,19.0,9.0,,104674.10023760686,761600.0,730.5,87.0,135699200.0,EcoNomix Modeler,95200.0,Medium,Innovative  Corp  92,62959.0,"Taft ave, barangay 202, baguio, philippines",Medium, barangay 202
49.0,60.0,9.0,6.0,,113616.11203696496,1344000.0,730.5,73.0,101768800.0,Product 9,112000.0,High,Global Ventures 60,113443.0,"Katipunan ave, barangay 101, parañaque, philippines",High, barangay 101
50.0,59.0,10.0,3.0,,86830.79064979366,380800.0,730.5,75.0,124359200.0,SegmentX Targeting,89600.0,Medium,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines",Low, Barangay 404
51.0,27.0,2.0,19.0,,169702.40591547184,3024000.0,730.5,90.0,137928000.0,MarketMinder Analytics,168000.0,High,Elite Corp 27,45064.0,"SLEX, Brgy. 606, Pasig, Philippines",Low, Brgy. 606
52.0,39.0,10.0,7.0,,95132.47508721208,537600.0,730.5,86.0,126599200.0,SegmentX Targeting,89600.0,Medium,Prime  Consulting  39,107255.0,"Ortigas Ave, Barangay 606, Davao City, Philippines",High, Barangay 606
54.0,19.0,10.0,10.0,2023-08-24,131297.7835158749,896000.0,431.0,74.0,113708000.0,SegmentX Targeting,89600.0,Medium,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",Low, Brgy. 101
55.0,100.0,19.0,19.0,,87600.3198505344,1713600.0,730.5,78.0,120097600.0,EcoNomix Modeler,95200.0,Medium,Global Solutions 100,75301.5,"Ayala avenue, barangay 456, taguig, philippines",Medium, barangay 456
5005.0,50.0,11.0,16.0,,169357.60831678435,2665600.0,730.5,82.0,127898400.0,OptiFlow Automation,156800.0,High,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
57.0,76.0,1.0,3.0,,141752.79292926408,1344000.0,730.5,91.0,150556000.0,FinPredictor Suite,140000.0,High,Tech Ventures 76,75301.5,"Commonwealth Ave, Barangay 202, Cebu City, Philippines",Medium, Barangay 202
59.0,54.0,1.0,11.0,,140359.08343324802,1344000.0,730.5,64.0,103695200.0,FinPredictor Suite,140000.0,High,Innovative Network 54,111271.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines",High, Barangay 202
5005.0,94.0,1.0,4.0,,130046.13489927052,700000.0,730.5,71.0,127579200.0,FinPredictor Suite,140000.0,High,Pioneer Associates 94,109711.0,"Commonwealth Ave, Brgy. 202, Cebu City, Philippines!",High, Brgy. 202
61.0,71.0,7.0,15.0,,161848.4118444253,2116800.0,730.5,79.0,115752000.0,DataBridge Integration Tool,151200.0,High,Prime Associates 71,103332.0,"EDSA, Brgy. 303, Parañaque, Philippines",High, Brgy. 303
62.0,30.0,2.0,7.0,2024-01-01,154604.60558444785,1008000.0,301.0,78.0,133851200.0,MarketMinder Analytics,168000.0,High,Quantum Holdings 30,35620.0,"EDSA, Barangay 789, Pasig, Philippines",Low, Barangay 789
63.0,95.0,17.0,16.0,,160744.7424348349,2520000.0,730.5,66.0,103941600.0,RealTime Revenue,168000.0,High,Green Network 95,40051.0,"Alabang-Zapote Rd, Barangay 789, Pasig, Philippines",Low, Barangay 789
64.0,50.0,19.0,18.0,,91513.48888197503,1344000.0,730.5,82.0,127898400.0,EcoNomix Modeler,95200.0,Medium,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
65.0,5.0,2.0,3.0,2022-12-21,170103.4952340756,504000.0,677.0,79.0,127299200.0,MarketMinder Analytics,168000.0,High,Elite  Ventures  5,69427.0,"Ayala Avenue, Barangay 101, Makati, Philippines",Medium, Barangay 101
66.0,50.0,17.0,16.0,,156716.9333086586,2856000.0,730.5,82.0,127898400.0,RealTime Revenue,168000.0,High,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
67.0,73.0,11.0,11.0,,166372.26047601845,784000.0,730.5,75.0,107441600.0,OptiFlow Automation,156800.0,High,Dynamic  Ventures  73,92185.0,"Alabang-Zapote Rd, Barangay 707, Cebu City, Philippines",Medium, Barangay 707
5005.0,82.0,19.0,5.0,2024-09-19,98348.0987085968,571200.0,39.0,69.0,118014400.0,EcoNomix Modeler,95200.0,Medium,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines",Medium, Barangay 707
69.0,63.0,6.0,18.0,,191865.8777266378,3225600.0,730.5,77.0,117331200.0,RevenueVue Dashboard,179200.0,High,Tech Corp 63,52787.0,"Alabang-zapote rd, barangay 606, pasig, philippines",Medium, barangay 606
71.0,48.0,13.0,18.0,,131297.7835158749,3332000.0,730.5,83.0,136460800.0,ForecastXcelerator ,196000.0,High,Global  Corp  48,75301.5,"Katipunan ave, barangay 101, cebu city, philippines",Medium, barangay 101
72.0,48.0,15.0,16.0,,103000.74352604902,1612800.0,730.5,83.0,136460800.0,NexGen Segmentator,100800.0,High,Global  Corp  48,75301.5,"Katipunan ave, barangay 101, cebu city, philippines",Medium, barangay 101
73.0,70.0,15.0,0.0,,103908.50984399272,100800.0,730.5,87.0,134008000.0,NexGen Segmentator,100800.0,High,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",Medium, Barangay 456
74.0,44.0,17.0,5.0,,156408.64993528827,840000.0,730.5,77.0,133268800.0,RealTime Revenue,168000.0,High,Tech  Solutions  44,75301.5,"Ortigas ave, barangay 202, cebu city, philippines",Medium, barangay 202
75.0,51.0,3.0,4.0,,102820.9381495435,504000.0,730.5,88.0,131034400.0,TrendWise Forecaster,100800.0,High,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines",Low, Barangay 456
76.0,12.0,2.0,5.0,,175224.47114178885,1008000.0,730.5,82.0,136001600.0,MarketMinder Analytics,168000.0,High,Quantum Network 12,91671.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",Medium, Barangay 123
77.0,17.0,4.0,9.0,2022-02-26,134913.4726420455,1232000.0,975.0,85.0,139272000.0,CustomerScope Insights,123200.0,High,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines",High, brgy. 404
78.0,85.0,14.0,11.0,2021-11-13,131147.88913465323,515200.0,1080.0,89.0,126061600.0,InsightMax Insights Platform,128800.0,High,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",High, Barangay 707
79.0,66.0,4.0,11.0,2023-09-14,112998.05991834083,1344000.0,410.0,91.0,159219200.0,CustomerScope Insights,123200.0,High,Sky Ent.s 66,99381.0,"SLEX, Barangay 202, Parañaque, Philippines",Medium, Barangay 202
80.0,91.0,18.0,17.0,2021-09-10,147779.8506633818,2284800.0,1144.0,94.0,151564000.0,DashSync Analytics Hub,134400.0,High,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",High, Barangay 123
81.0,61.0,15.0,10.0,,105434.57547931973,907200.0,730.5,78.0,120097600.0,NexGen Segmentator,100800.0,High,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",Medium, Barangay 505
82.0,73.0,9.0,11.0,,118755.57154855313,1792000.0,730.5,75.0,107441600.0,Product 9,112000.0,High,Dynamic  Ventures  73,92185.0,"Alabang-Zapote Rd, Barangay 707, Cebu City, Philippines",Medium, Barangay 707
5005.0,67.0,14.0,13.0,,141571.51322480384,1674400.0,730.5,107.0,167490400.0,InsightMax Insights Platform,128800.0,High,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines",Medium, Barangay 202
84.0,65.0,10.0,18.0,,152629.4133036539,2856000.0,730.5,82.0,145829600.0,SegmentX Targeting,89600.0,Medium,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines",Medium, barangay 404
85.0,21.0,10.0,15.0,,98811.6421733158,1512000.0,730.5,89.0,160216000.0,SegmentX Targeting,89600.0,Medium,Dynamic Enterprises 21,75301.5,"Ortigas Ave, Barangay 707, Davao City, Philippines",Medium, Barangay 707
86.0,50.0,19.0,21.0,,101949.50568622556,1904000.0,730.5,82.0,127898400.0,EcoNomix Modeler,95200.0,Medium,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
87.0,55.0,15.0,14.0,,107263.84366479564,1411200.0,730.5,77.0,108494400.0,NexGen Segmentator,100800.0,High,Innovative Holdings 55,49158.0,"Slex, barangay 404, taguig, philippines",Low, barangay 404
88.0,49.0,4.0,5.0,2022-11-07,131297.7835158749,492800.0,721.0,106.0,175616000.0,CustomerScope Insights,123200.0,High,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines",High, barangay 303
89.0,90.0,9.0,3.0,,131297.7835158749,448000.0,730.5,92.0,139451200.0,Product 9,112000.0,High,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines",Low, Barangay 202
91.0,50.0,17.0,19.0,,181394.9377374061,3024000.0,730.5,82.0,127898400.0,RealTime Revenue,168000.0,High,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
92.0,50.0,11.0,11.0,,169923.539774001,1724800.0,730.5,82.0,127898400.0,OptiFlow Automation,156800.0,High,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
94.0,31.0,6.0,7.0,,190251.04821268932,1075200.0,730.5,79.0,118815200.0,RevenueVue Dashboard,179200.0,High,Sky Consulting 31,74258.0,"Ayala Avenue, Barangay 456, Mandaluyong, Philippines",Medium, Barangay 456
96.0,20.0,10.0,4.0,,131297.7835158749,492800.0,730.5,90.0,139087200.0,SegmentX Targeting,89600.0,Medium,Pioneer Consulting 20,112720.0,"Ortigas ave, barangay 789, parañaque, philippines",High, barangay 789
97.0,57.0,13.0,20.0,,206794.28050408937,3724000.0,730.5,72.0,96924800.0,ForecastXcelerator ,196000.0,High,Pioneer Corp 57,118114.0,"Katipunan ave, barangay 456, parañaque, philippines",High, barangay 456
99.0,97.0,17.0,16.0,,152117.76541522297,2520000.0,730.5,74.0,108309600.0,RealTime Revenue,168000.0,High,Quantum Holdings 97,33449.0,"EDSA, Barangay 789, Manila, Philippines",Low, Barangay 789
100.0,50.0,17.0,12.0,,131297.7835158749,1848000.0,730.5,82.0,127898400.0,RealTime Revenue,168000.0,High,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
101.0,50.0,18.0,7.0,,123606.07537351343,940800.0,730.5,82.0,127898400.0,DashSync Analytics Hub,134400.0,High,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
102.0,17.0,15.0,16.0,,104998.95366752034,1713600.0,730.5,85.0,139272000.0,NexGen Segmentator,100800.0,High,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines",High, brgy. 404
103.0,50.0,13.0,1.0,,214225.96996744935,196000.0,730.5,82.0,127898400.0,ForecastXcelerator ,196000.0,High,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
104.0,7.0,19.0,9.0,,96246.31394821306,952000.0,730.5,71.0,118966400.0,EcoNomix Modeler,95200.0,Medium,Dynamic Solutions 7,36661.0,"Commonwealth Ave, Barangay 303, Pasig, Philippines",Low, Barangay 303
105.0,33.0,2.0,3.0,,162269.3023970475,504000.0,730.5,84.0,133520800.0,MarketMinder Analytics,168000.0,High,Green  Consulting  33,52003.0,"Shaw blvd, barangay 707, mandaluyong, philippines!",Medium, barangay 707
106.0,86.0,11.0,11.0,,163097.19389081703,2822400.0,730.5,89.0,131208000.0,OptiFlow Automation,156800.0,High,Pioneer Solutions 86,50910.0,"Alabang-Zapote Rd, Barangay 789, Baguio, Philippines",Medium, Barangay 789
107.0,72.0,1.0,6.0,,152513.17409046597,980000.0,730.5,74.0,125249600.0,FinPredictor Suite,140000.0,High,Global Corp 72,102799.0,"EDSA, Barangay 303, Cebu City, Philippines",High, Barangay 303
5005.0,75.0,3.0,1.0,2024-10-14,105417.36026541964,100800.0,14.0,75.0,137541600.0,TrendWise Forecaster,100800.0,High,Green Industries 75,71538.0,"Commonwealth ave, barangay 123, parañaque, philippines",Medium, barangay 123
110.0,59.0,3.0,1.0,,99870.2218200304,100800.0,730.5,75.0,124359200.0,TrendWise Forecaster,100800.0,High,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines",Low, Barangay 404
112.0,38.0,9.0,18.0,,101680.82652561652,2016000.0,730.5,86.0,125148800.0,Product 9,112000.0,High,Sky Network 38,100977.0,"Commonwealth Ave, Barangay 202, Makati, Philippines",High, Barangay 202
113.0,7.0,13.0,18.0,,191376.31687971856,3528000.0,730.5,71.0,118966400.0,ForecastXcelerator ,196000.0,High,Dynamic Solutions 7,36661.0,"Commonwealth Ave, Barangay 303, Pasig, Philippines",Low, Barangay 303
114.0,51.0,10.0,11.0,,84500.05283143194,985600.0,730.5,88.0,131034400.0,SegmentX Targeting,89600.0,Medium,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines",Low, Barangay 456
115.0,35.0,20.0,12.0,,218875.35187667463,2464000.0,730.5,70.0,124236000.0,FinSphere Intelligence Suite,224000.0,High,Tech  Network  35,54668.0,"Roxas Blvd, Brgy. 123, Davao City, Philippines",Medium, Brgy. 123
116.0,13.0,12.0,17.0,,82159.19111725902,1428000.0,730.5,95.0,155517600.0,BudgetMaster Pro,84000.0,Medium,Quantum  Enterprises  13,88168.0,"Taft Ave, Barangay 606, Makati, Philippines!",Medium, Barangay 606
117.0,61.0,7.0,9.0,2020-12-01,151139.15595824635,1512000.0,1427.0,78.0,120097600.0,DataBridge Integration Tool,151200.0,High,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",Medium, Barangay 505
118.0,54.0,17.0,2.0,,176448.56319073474,336000.0,730.5,64.0,103695200.0,RealTime Revenue,168000.0,High,Innovative Network 54,111271.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines",High, Barangay 202
120.0,38.0,9.0,6.0,2024-02-06,115681.41372102968,560000.0,265.0,86.0,125148800.0,Product 9,112000.0,High,Sky Network 38,100977.0,"Commonwealth Ave, Barangay 202, Makati, Philippines",High, Barangay 202
122.0,91.0,17.0,15.0,,162506.38511779875,2352000.0,730.5,94.0,151564000.0,RealTime Revenue,168000.0,High,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",High, Barangay 123
123.0,79.0,6.0,18.0,,183310.20746730716,3404800.0,730.5,86.0,125854400.0,RevenueVue Dashboard,179200.0,High,Sky Ventures 79,83106.0,"Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines",Medium, Barangay 505
124.0,19.0,15.0,14.0,,92213.84453308376,1411200.0,730.5,74.0,113708000.0,NexGen Segmentator,100800.0,High,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",Low, Brgy. 101
125.0,29.0,17.0,12.0,2020-11-01,170160.19274658096,1848000.0,1457.0,69.0,121996000.0,RealTime Revenue,168000.0,High,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!",Medium, brgy. 606
126.0,29.0,10.0,11.0,,131297.7835158749,1433600.0,730.5,69.0,121996000.0,SegmentX Targeting,89600.0,Medium,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!",Medium, brgy. 606
127.0,64.0,5.0,4.0,,75943.08246453946,252000.0,730.5,82.0,135598400.0,SalesSync Optimizer,84000.0,Medium,Sky Consulting 64,94703.0,"Ortigas Ave, Barangay 202, Mandaluyong, Philippines",Medium, Barangay 202
128.0,32.0,7.0,19.0,,144758.7228621528,2721600.0,730.5,82.0,127898400.0,DataBridge Integration Tool,151200.0,High,Prime  Consulting  32,34470.0,"Roxas blvd, barangay 505, quezon city, philippines",Low, barangay 505
129.0,90.0,12.0,2.0,,85230.17025938461,168000.0,730.5,92.0,139451200.0,BudgetMaster Pro,84000.0,Medium,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines",Low, Barangay 202
130.0,44.0,10.0,17.0,,132278.15336786353,2520000.0,730.5,77.0,133268800.0,SegmentX Targeting,89600.0,Medium,Tech  Solutions  44,75301.5,"Ortigas ave, barangay 202, cebu city, philippines",Medium, barangay 202
131.0,50.0,18.0,10.0,,122582.88899120722,1478400.0,730.5,82.0,127898400.0,DashSync Analytics Hub,134400.0,High,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
132.0,68.0,10.0,14.0,,90413.37382885854,1237600.0,730.5,82.0,141159200.0,SegmentX Targeting,89600.0,Medium,Innovative  Solutions  68,112018.0,"Katipunan ave, barangay 101, taguig, philippines",High, barangay 101
133.0,98.0,3.0,9.0,,97574.64229438636,806400.0,730.5,82.0,130569600.0,TrendWise Forecaster,100800.0,High,Pioneer Ventures 98,71095.0,"Roxas Blvd, Barangay 123, Taguig, Philippines",Medium, Barangay 123
134.0,51.0,15.0,3.0,2023-05-02,107741.13064878792,201600.0,545.0,88.0,131034400.0,NexGen Segmentator,100800.0,High,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines",Low, Barangay 456
135.0,70.0,1.0,7.0,,145919.92900093284,980000.0,730.5,87.0,134008000.0,FinPredictor Suite,140000.0,High,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",Medium, Barangay 456
136.0,66.0,10.0,18.0,2023-05-02,172130.2875102671,3024000.0,545.0,91.0,159219200.0,SegmentX Targeting,89600.0,Medium,Sky Ent.s 66,99381.0,"SLEX, Barangay 202, Parañaque, Philippines",Medium, Barangay 202
138.0,29.0,6.0,6.0,,189940.47942726687,896000.0,730.5,69.0,121996000.0,RevenueVue Dashboard,179200.0,High,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!",Medium, brgy. 606
5005.0,50.0,6.0,3.0,2021-01-11,173265.02954849697,358400.0,1386.0,82.0,127898400.0,RevenueVue Dashboard,179200.0,High,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Low, Brgy. 303
